fpr,tpr
0.0,0.0
0.0,0.0014326647564469914
0.0,0.017191977077363897
0.0,0.018147086914995225
0.0,0.055873925501432664
0.0,0.05682903533906399
0.0,0.09121298949379178
0.0,0.09216809933142311
0.0,0.1437440305635148
0.0,0.14469914040114612
0.0,0.15234001910219674
0.0,0.15329512893982808
0.0,0.16189111747851004
0.00012454851164528583,0.16189111747851004
0.00012454851164528583,0.29083094555873923
0.00012454851164528583,0.2917860553963706
0.00012454851164528583,0.3113658070678128
0.00024909702329057166,0.3113658070678128
0.00024909702329057166,0.36198662846227314
0.00024909702329057166,0.3629417382999045
0.00024909702329057166,0.3787010506208214
0.00024909702329057166,0.37965616045845274
0.00024909702329057166,0.384909264565425
0.00024909702329057166,0.386341929321872
0.00024909702329057166,0.42550143266475643
0.0003736455349358575,0.42550143266475643
0.0003736455349358575,0.4407831900668577
0.0006227425582264292,0.4407831900668577
0.0006227425582264292,0.44937917860553966
0.0006227425582264292,0.45033428844317097
0.0006227425582264292,0.4579751671442216
0.000747291069871715,0.4579751671442216
0.000747291069871715,0.4689589302769819
0.0008718395815170009,0.4689589302769819
0.0008718395815170009,0.4723018147086915
0.0008718395815170009,0.47325692454632284
0.0008718395815170009,0.4894937917860554
0.0009963880931622867,0.4894937917860554
0.0009963880931622867,0.5081184336198663
0.0011209366048075726,0.5081184336198663
0.0011209366048075726,0.5520534861509073
0.0011209366048075726,0.5530085959885387
0.0011209366048075726,0.5616045845272206
0.0012454851164528584,0.5616045845272206
0.0012454851164528584,0.563992359121299
0.0012454851164528584,0.5649474689589303
0.0012454851164528584,0.5783190066857689
0.0012454851164528584,0.5797516714422158
0.0012454851164528584,0.5883476599808978
0.0013700336280981441,0.5883476599808978
0.0013700336280981441,0.5931232091690545
0.00149458213974343,0.5931232091690545
0.00149458213974343,0.6217765042979942
0.00149458213974343,0.6227316141356256
0.00149458213974343,0.6561604584527221
0.00149458213974343,0.6571155682903533
0.00149458213974343,0.6580706781279847
0.0016191306513887158,0.6580706781279847
0.0016191306513887158,0.6790830945558739
0.0017436791630340018,0.6790830945558739
0.0017436791630340018,0.6857688634192932
0.0018682276746792876,0.6857688634192932
0.0018682276746792876,0.731614135625597
0.0018682276746792876,0.7325692454632283
0.0018682276746792876,0.7421203438395415
0.0019927761863245733,0.7421203438395415
0.0019927761863245733,0.7425978987583572
0.0021173246979698593,0.7425978987583572
0.0021173246979698593,0.7550143266475645
0.0022418732096151452,0.7550143266475645
0.0022418732096151452,0.7636103151862464
0.0022418732096151452,0.7645654250238777
0.0022418732096151452,0.7679083094555874
0.002366421721260431,0.7679083094555874
0.002366421721260431,0.771251193887297
0.0024909702329057168,0.771251193887297
0.0024909702329057168,0.7779369627507163
0.0024909702329057168,0.779847182425979
0.0024909702329057168,0.7836676217765043
0.0026155187445510027,0.7836676217765043
0.0026155187445510027,0.7917860553963706
0.0027400672561962883,0.7917860553963706
0.0027400672561962883,0.7999044890162369
0.0028646157678415742,0.7999044890162369
0.0028646157678415742,0.8018147086914995
0.00298916427948686,0.8018147086914995
0.00298916427948686,0.8051575931232091
0.003113712791132146,0.8051575931232091
0.003113712791132146,0.8070678127984718
0.0032382613027774317,0.8070678127984718
0.0032382613027774317,0.8075453677172875
0.0033628098144227177,0.8075453677172875
0.0033628098144227177,0.8161413562559694
0.0034873583260680036,0.8161413562559694
0.0034873583260680036,0.8175740210124164
0.003611906837713289,0.8175740210124164
0.003611906837713289,0.8199617956064947
0.003736455349358575,0.8199617956064947
0.003736455349358575,0.8237822349570201
0.003985552372649147,0.8237822349570201
0.003985552372649147,0.8271251193887297
0.004110100884294433,0.8271251193887297
0.004110100884294433,0.828080229226361
0.0042346493959397186,0.828080229226361
0.0042346493959397186,0.830945558739255
0.004359197907585004,0.830945558739255
0.004359197907585004,0.8371537726838586
0.0044837464192302905,0.8371537726838586
0.0044837464192302905,0.8428844317096467
0.004608294930875576,0.8428844317096467
0.004608294930875576,0.8467048710601719
0.004732843442520862,0.8467048710601719
0.004732843442520862,0.8481375358166189
0.004857391954166148,0.8481375358166189
0.004857391954166148,0.8567335243553008
0.0049819404658114335,0.8567335243553008
0.0049819404658114335,0.8605539637058262
0.005106488977456719,0.8605539637058262
