,Not Spam,Spam,accuracy,macro avg,weighted avg
precision,0.9443461855913218,0.9878197320341048,0.9513978069742172,0.9660829588127133,0.9533389353938692
recall,0.9975090297670943,0.7745940783190067,0.9513978069742172,0.8860515540430505,0.9513978069742172
f1-score,0.9701998788612962,0.8683083511777302,0.9513978069742172,0.9192541150195133,0.9491230381056519
support,8029.0,2094.0,0.9513978069742172,10123.0,10123.0
