,Not Spam,Spam,accuracy,macro avg,weighted avg
precision,0.9954054389668446,0.993719806763285,0.9950607527412823,0.9945626228650648,0.9950567563792466
recall,0.9983808693486113,0.9823304680038204,0.9950607527412823,0.9903556686762158,0.9950607527412823
f1-score,0.9968909339634374,0.9879923150816523,0.9950607527412823,0.9924416245225449,0.9950502041463418
support,8029.0,2094.0,0.9950607527412823,10123.0,10123.0
