fpr,tpr
0.0,0.0
0.003540305010893246,0.6811207471647766
0.003540305010893246,0.6851234156104069
0.003540305010893246,0.6917945296864576
0.003540305010893246,0.6924616410940627
0.003540305010893246,0.695130086724483
0.003540305010893246,0.6957971981320881
0.003540305010893246,0.6991327551701134
0.003540305010893246,0.7004669779853235
0.003540305010893246,0.7018012008005337
0.003540305010893246,0.7058038692461641
0.003540305010893246,0.7064709806537692
0.003540305010893246,0.7078052034689793
0.003540305010893246,0.7118078719146097
0.003540305010893246,0.7131420947298199
0.003540305010893246,0.71447631754503
0.003540305010893246,0.7158105403602402
0.003540305010893246,0.7198132088058706
0.003812636165577342,0.7204803202134756
0.003812636165577342,0.7698465643762509
0.004084967320261438,0.7698465643762509
0.004084967320261438,0.7845230153435624
0.004084967320261438,0.7865243495663776
0.004084967320261438,0.7945296864576384
0.004357298474945534,0.7945296864576384
0.004357298474945534,0.799866577718479
0.004357298474945534,0.8012008005336891
0.004357298474945534,0.8018679119412941
0.004357298474945534,0.8032021347565044
0.004357298474945534,0.818545697131421
0.004901960784313725,0.818545697131421
0.004901960784313725,0.8345563709139426
0.0051742919389978215,0.8345563709139426
0.0051742919389978215,0.8452301534356238
0.0051742919389978215,0.8465643762508339
0.0051742919389978215,0.85657104736491
0.0054466230936819175,0.85657104736491
0.0054466230936819175,0.8585723815877252
0.005991285403050109,0.8585723815877252
0.005991285403050109,0.8712474983322215
0.005991285403050109,0.8725817211474316
0.005991285403050109,0.8732488325550367
0.006263616557734205,0.8732488325550367
0.006263616557734205,0.8899266177451635
0.006535947712418301,0.8899266177451635
0.006535947712418301,0.895263509006004
0.006808278867102397,0.895263509006004
0.006808278867102397,0.904603068712475
0.006808278867102397,0.9059372915276851
0.006808278867102397,0.9112741827885257
0.007080610021786492,0.9112741827885257
0.007080610021786492,0.9152768512341561
0.007352941176470588,0.9152768512341561
0.007352941176470588,0.9166110740493663
0.007625272331154684,0.9166110740493663
0.007625272331154684,0.9199466310873916
0.00789760348583878,0.9199466310873916
0.00789760348583878,0.9212808539026017
0.008169934640522876,0.9212808539026017
0.008169934640522876,0.923282188125417
0.008169934640522876,0.9252835223482322
0.008442265795206972,0.9252835223482322
0.008442265795206972,0.9366244162775184
0.008714596949891068,0.9366244162775184
0.008714596949891068,0.9386257505003336
0.008714596949891068,0.9399599733155437
0.008986928104575163,0.9399599733155437
0.008986928104575163,0.9492995330220146
0.008986928104575163,0.9513008672448299
0.008986928104575163,0.951967978652435
0.008986928104575163,0.9533022014676451
0.008986928104575163,0.9566377585056705
0.008986928104575163,0.9579719813208806
0.008986928104575163,0.961974649766511
0.009259259259259259,0.961974649766511
0.009259259259259259,0.9633088725817212
0.009531590413943355,0.9633088725817212
0.009531590413943355,0.9653102068045364
0.00980392156862745,0.9653102068045364
0.00980392156862745,0.9693128752501667
0.010076252723311547,0.9693128752501667
0.010076252723311547,0.970647098065377
0.010348583877995643,0.970647098065377
0.010348583877995643,0.9726484322881921
0.010348583877995643,0.9739826551034023
0.010348583877995643,0.9759839893262174
0.010893246187363835,0.9759839893262174
0.010893246187363835,0.9786524349566378
0.011165577342047931,0.9786524349566378
0.011165577342047931,0.9799866577718479
0.011710239651416121,0.9799866577718479
0.011710239651416121,0.980653769179453
0.011710239651416121,0.9926617745163442
0.011710239651416121,0.9946631087391594
0.011710239651416121,0.9953302201467645
0.012254901960784314,0.9953302201467645
0.012254901960784314,0.9959973315543695
0.013071895424836602,0.9959973315543695
0.013071895424836602,0.9979986657771848
0.01443355119825708,0.9979986657771848
0.01443355119825708,0.9986657771847899
0.014978213507625272,0.9986657771847899
0.015522875816993464,0.9986657771847899
0.016067538126361657,0.9986657771847899
0.01770152505446623,0.9986657771847899
0.01824618736383442,0.9986657771847899
0.02287581699346405,0.9986657771847899
0.02287581699346405,0.9993328885923949
0.030501089324618737,0.9993328885923949
0.03159041394335512,0.9993328885923949
0.031862745098039214,0.9993328885923949
0.032407407407407406,0.9993328885923949
0.032679738562091505,0.9993328885923949
0.032679738562091505,1.0
0.03812636165577342,1.0
0.03867102396514161,1.0
0.039760348583877995,1.0
0.04030501089324619,1.0
0.04084967320261438,1.0
0.04139433551198257,1.0
