fpr,tpr
0.0,0.0
0.0,0.066711140760507
0.0,0.13208805870580387
0.0,0.171447631754503
0.0,0.22414943295530354
0.0,0.2808539026017345
0.0002723311546840959,0.333555703802535
0.0002723311546840959,0.3882588392261508
0.0002723311546840959,0.437625083388926
0.0002723311546840959,0.49366244162775186
0.0002723311546840959,0.5483655770513676
0.0002723311546840959,0.5970647098065377
0.0002723311546840959,0.675783855903936
0.0002723311546840959,0.7071380920613742
0.0002723311546840959,0.7404936624416277
0.0002723311546840959,0.7731821214142762
0.0002723311546840959,0.7985323549032688
0.0002723311546840959,0.8198799199466311
0.0002723311546840959,0.8432288192128086
0.0002723311546840959,0.857238158772515
0.0002723311546840959,0.8745830553702468
0.0005446623093681918,0.885256837891928
0.0005446623093681918,0.9052701801200801
0.0005446623093681918,0.9112741827885257
0.0005446623093681918,0.9179452968645764
0.0008169934640522876,0.9312875250166778
0.0008169934640522876,0.9346230820547031
0.0008169934640522876,0.9359573048699132
0.0008169934640522876,0.9379586390927285
0.0008169934640522876,0.9432955303535691
0.0008169934640522876,0.9452968645763843
0.0008169934640522876,0.9479653102068045
0.0010893246187363835,0.95263509006004
0.0010893246187363835,0.9539693128752502
0.0013616557734204794,0.9559706470980653
0.0013616557734204794,0.9579719813208806
0.0013616557734204794,0.962641761174116
0.0016339869281045752,0.9659773182121414
0.001906318082788671,0.9679786524349566
0.0024509803921568627,0.970647098065377
0.0027233115468409588,0.9739826551034023
0.0032679738562091504,0.9759839893262174
0.0032679738562091504,0.9793195463642428
0.003540305010893246,0.981320880587058
0.003540305010893246,0.9879919946631087
0.003812636165577342,0.9886591060707138
0.004084967320261438,0.9913275517011341
0.004629629629629629,0.9926617745163442
0.004901960784313725,0.9926617745163442
0.004901960784313725,0.9939959973315544
0.004901960784313725,0.9946631087391594
0.0051742919389978215,0.9946631087391594
0.005718954248366013,0.9953302201467645
0.005991285403050109,0.9953302201467645
0.006535947712418301,0.9966644429619747
0.006808278867102397,0.9966644429619747
0.007352941176470588,0.9986657771847899
0.008169934640522876,0.9986657771847899
0.008986928104575163,0.9993328885923949
0.010348583877995643,1.0
0.010893246187363835,1.0
0.011710239651416121,1.0
0.013071895424836602,1.0
0.014705882352941176,1.0
0.01661220043572985,1.0
0.019335511982570806,1.0
0.0196078431372549,1.0
0.022331154684095862,1.0
0.024509803921568627,1.0
0.025871459694989107,1.0
0.02750544662309368,1.0
0.029956427015250545,1.0
0.0332244008714597,1.0
0.037037037037037035,1.0
0.0394880174291939,1.0
0.04057734204793028,1.0
0.046840958605664486,1.0
0.0528322440087146,1.0
0.0659041394335512,1.0
0.07516339869281045,1.0
0.08169934640522876,1.0
0.0920479302832244,1.0
0.10348583877995643,1.0
0.11710239651416122,1.0
0.13371459694989107,1.0
0.1522331154684096,1.0
0.17946623093681918,1.0
0.21105664488017428,1.0
0.2508169934640523,1.0
0.30038126361655776,1.0
0.3662854030501089,1.0
0.4531590413943355,1.0
0.6089324618736384,1.0
1.0,1.0
