,Not Spam,Spam,accuracy,macro avg,weighted avg
precision,0.9599920382165605,0.9963503649635036,0.9635678391959799,0.9781712015900321,0.9648663508655136
recall,0.9995854922279793,0.7309236947791165,0.9635678391959799,0.8652545935035478,0.9635678391959799
f1-score,0.9793887704335466,0.8432432432432433,0.9635678391959799,0.911316006838395,0.9611366690675816
support,4825.0,747.0,0.9635678391959799,5572.0,5572.0
