fpr,tpr
0.0,0.0
0.0,0.0013386880856760374
0.0,0.006693440428380187
0.0,0.009370816599732263
0.0,0.014725568942436412
0.0,0.01740294511378849
0.0,0.022757697456492636
0.0,0.025435073627844713
0.0,0.02677376171352075
0.0,0.029451137884872823
0.0,0.038821954484605084
0.0,0.041499330655957165
0.0,0.0428380187416332
0.0,0.04551539491298527
0.0,0.04819277108433735
0.0,0.050870147255689425
0.0,0.05622489959839357
0.0,0.06157965194109773
0.0,0.06961178045515395
0.0,0.07228915662650602
0.0,0.07362784471218206
0.0,0.07764390896921017
0.0,0.08032128514056225
0.0,0.0856760374832664
0.0,0.08969210174029452
0.0,0.09370816599732262
0.0,0.0963855421686747
0.0,0.107095046854083
0.0,0.10977242302543508
0.0,0.1111111111111111
0.0,0.11378848728246319
0.0,0.11512717536813923
0.0,0.11780455153949129
0.0,0.11914323962516733
0.0,0.12449799196787148
0.0,0.1285140562248996
0.0,0.13119143239625167
0.0,0.13654618473895583
0.0,0.1459170013386881
0.0,0.1499330655957162
0.0,0.15528781793842034
0.0,0.1606425702811245
0.0,0.16198125836680052
0.0,0.16733601070950468
0.0,0.1753681392235609
0.0,0.17804551539491298
0.0,0.18206157965194109
0.0,0.18741633199464525
0.0,0.18875502008032127
0.0,0.19143239625167335
0.0,0.2034805890227577
0.0,0.20615796519410978
0.0,0.2074966532797858
0.0,0.2101740294511379
0.0,0.214190093708166
0.0,0.21954484605087016
0.0,0.22356091030789826
0.0002072538860103627,0.22356091030789826
0.0002072538860103627,0.2248995983935743
0.0002072538860103627,0.22757697456492637
0.0002072538860103627,0.23293172690763053
0.0002072538860103627,0.23560910307898258
0.0002072538860103627,0.24096385542168675
0.0002072538860103627,0.24364123159303883
0.0002072538860103627,0.25301204819277107
0.0002072538860103627,0.2583668005354752
0.0002072538860103627,0.2744310575635877
0.0002072538860103627,0.27710843373493976
0.0002072538860103627,0.2797858099062918
0.0002072538860103627,0.2824631860776439
0.0002072538860103627,0.2891566265060241
0.0002072538860103627,0.2918340026773762
0.0002072538860103627,0.2971887550200803
0.0002072538860103627,0.2998661311914324
0.0002072538860103627,0.30655957161981257
0.0002072538860103627,0.3092369477911647
0.0002072538860103627,0.3172690763052209
0.0002072538860103627,0.31994645247657294
0.0002072538860103627,0.3293172690763052
0.0002072538860103627,0.33467202141900937
0.0002072538860103627,0.3360107095046854
0.0002072538860103627,0.3386880856760375
0.0002072538860103627,0.34002677376171353
0.0002072538860103627,0.3427041499330656
0.0002072538860103627,0.3493975903614458
0.0002072538860103627,0.35207496653279785
0.0002072538860103627,0.35876840696117807
0.0002072538860103627,0.3614457831325301
0.0002072538860103627,0.3668005354752343
0.0002072538860103627,0.36947791164658633
0.0002072538860103627,0.37215528781793844
0.0002072538860103627,0.3748326639892905
0.0002072538860103627,0.37617135207496655
0.0002072538860103627,0.3788487282463186
0.0002072538860103627,0.38420348058902276
0.0002072538860103627,0.3868808567603748
0.0002072538860103627,0.3949129852744311
